"source","target"
"x842053103780278272","x2907408203"
"x3694054096","x2907408203"
"x1084001562","x1017088840526376961"
"x1081867862766170112","x1017088840526376961"
"x2194564833","x2907408203"
"x1081656081926053889","x2907408203"
"x310686342","x2907408203"
"x436714410","x2907408203"
"x1353257159916728320","x2907408203"
"x1340083559273553922","x1329886815545925633"
"x444580705","x2907408203"
"x115505743","x2907408203"
"x2350668594","x2907408203"
"x3258500314","x2907408203"
"x1138462438045683712","x2907408203"
"x3053786963","x2907408203"
"x1247820332590825473","x2907408203"
"x1232692941287804935","x2907408203"
"x2438022373","x2907408203"
"x1006530014","x2907408203"
"x891384326935511041","x2907408203"
"x3038633291","x2907408203"
"x1275750401544007680","x2907408203"
"x1105714115065139203","x2907408203"
"x211607083","x2907408203"
"x1237488576318840834","x2907408203"
"x1247850014887608320","x2907408203"
"x1485370572","x2907408203"
"x1352527149966782465","x2907408203"
"x1356976222065033218","x2907408203"
"x1057311043519741954","x2907408203"
"x703578716279074816","x2907408203"
"x2765044645","x2907408203"
"x1262058650388103173","x2907408203"
"x1086181327504896000","x2907408203"
"x316397961","x2907408203"
"x1200142375630319623","x2907408203"
"x1131983253886382080","x2907408203"
"x1333417025696374785","x2907408203"
"x1065629871844532229","x2907408203"
"x1210646846349164545","x1017088840526376961"
"x1267810833473536002","x2907408203"
"x342974674","x15836703"
"x1186735331770548227","x15836703"
"x834041575","x15836703"
"x222201388","x15836703"
"x783093361553047552","x1240624692257607680"
"x952247125185720320","x1240624692257607680"
"x990802033","x1240624692257607680"
"x1317513939064938497","x2907408203"
"x628230313","x1240624692257607680"
"x1556419213","x2907408203"
"x767906670","x2907408203"
"x839574524211376131","x2907408203"
"x904349491","x2907408203"
"x1347565761544511490","x2907408203"
"x771037774833192960","x2907408203"
"x1610310398","x2907408203"
"x1053204449039183873","x2907408203"
"x4198536357","x15836703"
"x1303331183254740993","x2907408203"
"x2155355336","x2907408203"
"x722846480676057088","x15836703"
"x3644149883","x2907408203"
"x1252899638937616384","x1017088840526376961"
"x2288450916","x2907408203"
"x904244490","x841979802357764097"
"x1228210045","x2907408203"
"x1291063044097933317","x2907408203"
"x1207311199106408453","x2907408203"
"x578257014","x2907408203"
"x321468799","x2907408203"
"x1268450149757485058","x2907408203"
"x2365928154","x2907408203"
"x2897039831","x2907408203"
"x1255908980523745281","x1255908980523745281"
"x828548768349949953","x1255908980523745281"
"x2730482898","x1255908980523745281"
"x1271919604579917824","x1255908980523745281"
"x1281697429113507848","x1255908980523745281"
"x807988120755044352","x853852554211581952"
"x1213646996940017666","x2907408203"
"x912028147","x2907408203"
"x283192199","x2907408203"
"x4835449203","x2907408203"
"x493808545","x2907408203"
"x1346077532211314689","x2907408203"
"x805068805047287809","x1260943434938007554"
"x1894351262","x2907408203"
"x870698591450353664","x1260943434938007554"
"x1272513576318746629","x1260943434938007554"
"x2737710932","x1260943434938007554"
"x482972383","x1260943434938007554"
"x1135085522236399616","x2907408203"
"x1314009169599627266","x1260943434938007554"
"x967909432549101568","x1260943434938007554"
"x1353331095790608384","x1260943434938007554"
"x1241735680650289152","x1260943434938007554"
"x1357084189288525832","x1260943434938007554"
"x4842279509","x1264774147"
"x1317366651210420225","x1343080663621251074"
"x3064091975","x1343080663621251074"
"x1246124328363704323","x1343080663621251074"
"x1344838404706619393","x1343080663621251074"
"x101791942","x1343080663621251074"
"x1051544500814909442","x1343080663621251074"
"x1337083147863920641","x1343080663621251074"
"x1332376313605316610","x1343080663621251074"
"x117326532","x1343080663621251074"
"x2959948953","x1343080663621251074"
"x1311908934790393856","x1260943434938007554"
"x115900580","x1343080663621251074"
"x1323695597283647488","x1343080663621251074"
"x148857813","x1343080663621251074"
"x1346895259733782528","x1343080663621251074"
"x856528225471803392","x1343080663621251074"
"x1171408220","x1343080663621251074"
"x1333860931999240193","x1260943434938007554"
"x1336767582184026113","x1343080663621251074"
"x1157073098","x1343080663621251074"
"x4209673155","x1343080663621251074"
"x576188153","x1343080663621251074"
"x1262058650388103173","x1342914766231269378"
"x1343132935952728066","x1322437080740438017"
"x933033649938853894","x1260943434938007554"
"x828548768349949953","x1260943434938007554"
"x1296558947952992258","x2369361330"
"x2765044645","x1343080663621251074"
"x1321092792","x24685668"
"x3136136362","x2907408203"
"x1275443336812335104","x813136916916957185"
"x1336673249497845766","x813136916916957185"
"x49051410","x813136916916957185"
"x76326683","x932615724614471680"
"x338985020","x932615724614471680"
"x774569765784412160","x932615724614471680"
"x853852554211581952","x932615724614471680"
"x95035665","x932615724614471680"
"x394070076","x932615724614471680"
"x2167400797","x932615724614471680"
"x882280344","x932615724614471680"
"x311547738","x932615724614471680"
"x58582829","x932615724614471680"
"x2222056912","x932615724614471680"
"x278581210","x932615724614471680"
"x1315007700917530624","x932615724614471680"
"x1240561289480544256","x932615724614471680"
"x2800410501","x932615724614471680"
"x1242009088915103745","x932615724614471680"
"x584144073","x932615724614471680"
"x2174926985","x932615724614471680"
"x1051396452814127104","x932615724614471680"
"x474722757","x932615724614471680"
"x4350461602","x932615724614471680"
"x2463182844","x932615724614471680"
"x846117991","x932615724614471680"
"x2520684928","x1205083443819876352"
"x845559901132853249","x1205083443819876352"
"x866335201743523840","x1205083443819876352"
"x1641494940","x1205083443819876352"
"x3863340615","x1205083443819876352"
"x154611570","x932615724614471680"
"x332824252","x422488764"
"x2984232815","x932615724614471680"
"x210813728","x932615724614471680"
"x861083004","x932615724614471680"
"x631419565","x1205083443819876352"
"x279503169","x1205083443819876352"
"x81912188","x1244715362614218752"
"x4003616295","x932615724614471680"
"x1357204508695216128","x1205083443819876352"
"x926744611216863232","x1244715362614218752"
"x516907922","x1205083443819876352"
"x2328788477","x2907408203"
"x63999131","x1205083443819876352"
"x410886376","x1246456705774469120"
"x782155960873869312","x1240624692257607680"
"x952247125185720320","x1240624692257607680"
"x1138462438045683712","x1285867636333707265"
"x1697052822","x1285867636333707265"
"x706875423024619520","x83484751"
"x3013406742","x702991804661112832"
"x80037999","x702991804661112832"
"x1133432988421808128","x1285867636333707265"
"x3448481055","x3226305131"
"x3412904122","x702991804661112832"
"x47470410","x702991804661112832"
"x762394911031394304","x702991804661112832"
"x372836852","x702991804661112832"
"x1175339326655401985","x702991804661112832"
"x1396969693","x702991804661112832"
"x752191957","x702991804661112832"
"x991003438216564736","x1285867636333707265"
"x1318195794873339905","x702991804661112832"
"x167883419","x702991804661112832"
"x1250071824769200128","x702991804661112832"
"x2790085424","x702991804661112832"
"x1306861466646122500","x1285867636333707265"
"x853852554211581952","x702991804661112832"
"x127264048","x702991804661112832"
"x155513541","x702991804661112832"
"x479986126","x702991804661112832"
"x1015174510251823104","x702991804661112832"
"x2385123756","x702991804661112832"
"x796829341434908673","x702991804661112832"
"x953528646052073472","x702991804661112832"
"x790882024391315457","x702991804661112832"
"x771954941376299008","x702991804661112832"
"x1849194882","x702991804661112832"
"x1279480591134724096","x1285867636333707265"
"x1615060921","x702991804661112832"
"x768068517828685824","x1310864111597760513"
"x39538605","x702991804661112832"
"x14145940","x702991804661112832"
"x452198026","x702991804661112832"
"x798604933775945729","x1244715362614218752"
"x958260239840825344","x702991804661112832"
"x1243390500","x702991804661112832"
"x1683545563","x702991804661112832"
"x1235692866732728320","x300813373"
"x1045974125162958848","x702991804661112832"
"x962262683784548352","x702991804661112832"
"x1237488576318840834","x1017088840526376961"
"x1315375185806196736","x1285867636333707265"
"x2822443289","x702991804661112832"
"x35938878","x702991804661112832"
"x1076554829273673728","x1285867636333707265"
"x2251682060","x702991804661112832"
"x836895082867478532","x702991804661112832"
"x2996581169","x702991804661112832"
"x36917050","x702991804661112832"
"x1278769555","x702991804661112832"
"x3340729204","x702991804661112832"
"x129227323","x1085150157161795585"
"x1073617638968971265","x932615724614471680"
"x2423406448","x1085150157161795585"
"x22609944","x702991804661112832"
"x106707651","x1085150157161795585"
"x1287400150902673408","x702991804661112832"
"x819834425064230912","x1085150157161795585"
"x807988120755044352","x702991804661112832"
"x1598155362","x702991804661112832"
"x3337989015","x702991804661112832"
"x7260842","x83484751"
"x560342606","x1085150157161795585"
"x5471102","x702991804661112832"
"x1010599074377150464","x702991804661112832"
"x796152335236001792","x813376566931628032"
"x1088153253639016448","x813376566931628032"
"x1174810652","x813376566931628032"
"x3005252417","x813376566931628032"
"x3948241186","x83484751"
"x1531252789","x1079707131102851072"
"x1065309856180170753","x83484751"
"x1273868718448222209","x1079707131102851072"
"x570842520","x813376566931628032"
"x1232022798291423235","x1250668337085939712"
"x960639106161274881","x1250668337085939712"
"x793791054","x1250668337085939712"
"x1133758207","x1250668337085939712"
"x2967923728","x1250668337085939712"
"x819971787060637696","x1250668337085939712"
"x1226993065509957633","x1250668337085939712"
"x466916122","x1250668337085939712"
"x417000528","x1250668337085939712"
"x1250064828124794882","x1250668337085939712"
"x125015422","x1250668337085939712"
"x1247820332590825473","x1250668337085939712"
"x706875423024619520","x1250668337085939712"
"x211607083","x1250668337085939712"
"x1066365523926097922","x1250668337085939712"
"x1042272824264675329","x1250668337085939712"
"x842470315","x1250668337085939712"
"x1147149841807659008","x1250668337085939712"
"x1355476599571931142","x1250668337085939712"
"x948870095442448384","x1250668337085939712"
"x274144542","x1250668337085939712"
"x1286754347418779648","x1250668337085939712"
"x956233082289508352","x1250668337085939712"
"x736414651664224256","x1250668337085939712"
"x953405484","x1250668337085939712"
"x3053786963","x1250668337085939712"
"x1277945274","x1250668337085939712"
"x4355640137","x1250668337085939712"
"x1217094231031980034","x1250668337085939712"
"x1219925121646891008","x1250668337085939712"
"x2194564833","x1250668337085939712"
"x1322088049594032129","x1250668337085939712"
"x929501011097636864","x1250668337085939712"
"x2285898862","x1250668337085939712"
"x148857813","x1250668337085939712"
"x1249670941686333445","x1250668337085939712"
"x105143605","x1250668337085939712"
"x467318410","x1250668337085939712"
"x712364354830802944","x702991804661112832"
"x1316720210704060417","x1250668337085939712"
"x121106724","x83484751"
"x1250668337085939712","x1250668337085939712"
"x2294802405","x1250668337085939712"
"x1288818769570275328","x1250668337085939712"
"x361793972","x1250668337085939712"
"x2504281689","x702991804661112832"
"x1049576718703448064","x702991804661112832"
"x1267121558067326977","x1250668337085939712"
"x1094473040682012672","x702991804661112832"
"x1369275919","x1250668337085939712"
"x1327727651067486208","x1250668337085939712"
"x3077629085","x1250668337085939712"
"x1236097491675885570","x1250668337085939712"
"x497732912","x1250668337085939712"
"x492213809","x1250668337085939712"
"x86357999","x1250668337085939712"
"x364256253","x34294667"
"x1211749620461629440","x34294667"
"x144491738","x34294667"
"x892969022362451968","x34294667"
"x92957348","x833669307833921537"
"x1272443547602628611","x833669307833921537"
"x2341951224","x833669307833921537"
"x4192953803","x833669307833921537"
"x3564374416","x833669307833921537"
"x1259133202511396864","x1250668337085939712"
"x3017911991","x833669307833921537"
"x821017499173089281","x833669307833921537"
"x195412602","x833669307833921537"
"x778292581","x833669307833921537"
"x753715123500515329","x833669307833921537"
"x544257943","x833669307833921537"
"x112533954","x1250668337085939712"
"x1356192896542797824","x833669307833921537"
"x1556419213","x1250668337085939712"
"x1278191319882571777","x833669307833921537"
"x1334203996010123265","x702991804661112832"
"x1079667062845386752","x1250668337085939712"
"x17229611","x861574608"
"x742676607563923456","x861574608"
"x576188873","x861574608"
"x471061786","x861574608"
"x795664494802403329","x861574608"
"x1288832678","x861574608"
"x1073586173740810241","x861574608"
"x17593012","x861574608"
"x875835254669488129","x861574608"
"x1056520206162501633","x861574608"
"x258480775","x861574608"
"x36799968","x861574608"
"x1003707085887066112","x861574608"
"x1128024610774114305","x861574608"
"x2816789679","x861574608"
"x913311302730338305","x833669307833921537"
"x326433151","x861574608"
"x278494947","x861574608"
"x263680998","x861574608"
"x3026526088","x861574608"
"x311547738","x861574608"
"x997798727225151488","x861574608"
"x574733945","x861574608"
"x618422207","x861574608"
"x1195399939288977409","x1180577767"
"x1361695077790318599","x861574608"
"x475902848","x861574608"
"x703578716279074816","x1339452343750971392"
"x826795910499860481","x1339452343750971392"
"x1296420187177193472","x1339452343750971392"
"x1024240613015863297","x1180577767"
"x392094088","x861574608"
"x942418451397840897","x861574608"
"x1496411292","x1314267809707438080"
"x1244383447","x1314267809707438080"
"x993878171585048577","x1339452343750971392"
"x814794168","x833669307833921537"
"x1291420095500242952","x1339452343750971392"
"x1934843413","x1339452343750971392"
"x98174658","x1339452343750971392"
"x2245932240","x1339452343750971392"
"x1346224324710178817","x1339452343750971392"
"x2384121452","x1339452343750971392"
"x1966588514","x1339452343750971392"
"x300583736","x1339452343750971392"
"x1232200683136389121","x833669307833921537"
"x117459814","x215712018"
"x114424527","x215712018"
"x448753241","x215712018"
"x469181613","x215712018"
"x154243977","x215712018"
"x619870102","x215712018"
"x1258110198138515467","x215712018"
"x4194560177","x215712018"
"x14293883","x215712018"
"x463483464","x215712018"
"x514602810","x215712018"
"x1350105649020080129","x215712018"
"x880161127447101440","x215712018"
"x733314535","x215712018"
"x499793772","x215712018"
"x36017082","x215712018"
"x770696875276177408","x215712018"
"x1225577690","x215712018"
"x2684705295","x215712018"
"x1213698534513369089","x215712018"
"x2287002101","x215712018"
"x1353467016485679104","x215712018"
"x4858091771","x215712018"
"x1257354298184347649","x215712018"
"x2594670853","x2594670853"
"x1035910340289212417","x215712018"
"x39211336","x215712018"
"x777621084589948928","x215712018"
"x275597516","x215712018"
"x2425207520","x215712018"
"x560281698","x215712018"
"x574377476","x215712018"
"x3303463029","x215712018"
"x1130141879666917376","x215712018"
"x581015698","x215712018"
"x1855085718","x215712018"
"x2665386803","x215712018"
"x109366328","x215712018"
"x1039681302","x215712018"
"x801340902832820225","x215712018"
"x3133154154","x215712018"
"x839748794241646592","x215712018"
"x1033971692140408833","x215712018"
"x210749911","x215712018"
"x262500745","x215712018"
"x892711188173385728","x215712018"
"x269886672","x215712018"
"x559830345","x215712018"
"x1313846755138641922","x215712018"
"x1898421512","x215712018"
"x1328090801121923072","x215712018"
"x1020317894780116997","x215712018"
"x4473046877","x215712018"
"x2973119061","x215712018"
"x898166911929864192","x215712018"
"x1278781692","x215712018"
"x111363307","x215712018"
"x1089218140704292865","x215712018"
"x1312983355466620928","x215712018"
"x880767254031470594","x215712018"
"x786864283309187072","x215712018"
"x1075393214935457792","x215712018"
"x965153117506502656","x215712018"
"x1028499079","x215712018"
"x419821022","x215712018"
"x1242892206769426433","x215712018"
"x2924711485","x215712018"
"x542321987","x215712018"
"x1194347492147679235","x215712018"
"x739794838531547137","x215712018"
"x1005218445225549824","x1250668337085939712"
"x822763271086346240","x215712018"
"x438992920","x215712018"
"x2254523795","x215712018"
"x604602686","x215712018"
"x161256047","x215712018"
"x243752867","x215712018"
"x125759838","x215712018"
"x1665455178","x861574608"
"x1318195794873339905","x215712018"
"x1281661284665237504","x1110868374899306496"
"x716211995071086592","x215712018"
"x485555966","x215712018"
"x1188505798676234240","x215712018"
"x529302697","x215712018"
"x83701865","x215712018"
"x117798111","x215712018"
"x1109143157827125248","x215712018"
"x219397176","x215712018"
"x1107926314579869697","x215712018"
"x1345704634111954945","x215712018"
"x2915178993","x215712018"
"x2276294047","x1339452343750971392"
"x1070568281579368448","x215712018"
"x50574764","x215712018"
"x1346463856005038081","x215712018"
"x579205129","x215712018"
"x2742080763","x215712018"
"x1278966439710425089","x1339452343750971392"
"x799354839763472384","x215712018"
"x735895796458086401","x215712018"
"x928195115725787136","x215712018"
"x1317460980469796864","x215712018"
"x1271729266670043136","x215712018"
"x1354566693390057479","x1339452343750971392"
"x886119005278392320","x215712018"
"x1330926969706467336","x215712018"
"x1143732011871428608","x215712018"
"x744124273262895104","x215712018"
"x1870898880","x215712018"
"x50104859","x215712018"
"x962262683784548352","x215712018"
"x1578185562","x215712018"
"x1295002672152612864","x215712018"
"x372836852","x215712018"
"x2966411699","x215712018"
"x1076985900830281729","x215712018"
"x1057954692813258752","x215712018"
"x374945780","x215712018"
"x891219275532443648","x215712018"
"x90199309","x215712018"
"x572553669","x215712018"
"x1140673782","x215712018"
"x636241267","x215712018"
"x3596489361","x215712018"
"x3039551889","x215712018"
"x631173995","x215712018"
"x47706812","x215712018"
"x30465778","x215712018"
"x911221885643427840","x215712018"
"x1362402810176950276","x1339452343750971392"
"x1311942187572252673","x2959015403"
"x1082613263215534080","x2959015403"
"x945421917292548097","x2959015403"
"x1174566878150385664","x215712018"
"x1071884926868434946","x215712018"
"x3340729204","x215712018"
"x17452882","x861574608"
"x316516054","x215712018"
"x2778264490","x2959015403"
"x1096489490","x215712018"
"x1618366098","x215712018"
"x1321569522978086915","x215712018"
"x969476761489760257","x870698591450353664"
"x12977852","x215712018"
"x1082307194635382784","x838489308143190017"
"x2959015403","x2959015403"
"x1237660413069852673","x2959015403"
"x1285097932560179200","x2959015403"
"x1090129452","x2959015403"
"x1299989402190520321","x2959015403"
"x1315983200230006784","x215712018"
"x612505219","x1244715362614218752"
"x427607370","x1244715362614218752"
"x4503318695","x1244715362614218752"
"x807886846063767552","x1244715362614218752"
"x403328789","x1244715362614218752"
"x1519446270","x1244715362614218752"
"x300583736","x1244715362614218752"
"x1341133162747981825","x2959015403"
"x1260306632560566274","x1244715362614218752"
"x1256276191591501827","x1244715362614218752"
"x859865347075211269","x1244715362614218752"
"x931088877745508355","x955101288"
"x868171550","x215712018"
"x2543322702","x1244715362614218752"
"x1339293480665886720","x1244715362614218752"
"x1024743265361440768","x1244715362614218752"
"x1265759305833295873","x955101288"
"x378786308","x861574608"
"x3241925943","x3241925943"
"x4920057202","x3241925943"
"x1301890733897650176","x1215004401355677697"
"x1094535902267953152","x1273266013447086084"
"x207174809","x131260902"
"x332824252","x422488764"
"x878043721278926849","x215712018"
"x4503318695","x217750713"
"x1323955558785961984","x217750713"
"x1259636523412140032","x217750713"
"x784872695674568704","x217750713"
"x2611637072","x1068236639871340544"
"x1365230282","x950553349"
"x90894097","x1215004401355677697"
"x3246812951","x950553349"
"x950553349","x950553349"
"x1194691001832681472","x1339452343750971392"
"x135997560","x454276263"
"x1241029172639813633","x1344042734387154945"
"x3720042855","x896810750622224386"
"x3002330820","x4535481335"
"x700667462","x3226305131"
"x133210283","x4535481335"
"x636921376","x4535481335"
"x741971146397122560","x4535481335"
"x1321964158808711169","x83484751"
"x856796338402586625","x4535481335"
"x1353075819887792128","x3226305131"
"x718068708","x3226305131"
"x2792615047","x905769986668548097"
"x1219925121646891008","x905769986668548097"
"x1233489851267387392","x161777227"
"x1233489851267387392","x4535481335"
"x161777227","x161777227"
"x1118019853737181184","x905769986668548097"
"x434166797","x4535481335"
"x893108258499682305","x905769986668548097"
"x1177960365050777601","x905769986668548097"
"x1243265978345164801","x905769986668548097"
"x859822037606576129","x4535481335"
"x732967577916411905","x4535481335"
"x1334123473950683138","x905769986668548097"
"x1093386661617156096","x905769986668548097"
"x577107357","x3226305131"
"x1192802053","x1267207127388520448"
"x587372618","x1267207127388520448"
"x984855023422144512","x1267207127388520448"
"x361793972","x1267207127388520448"
"x1323266585595924480","x1267207127388520448"
"x1288724438373093376","x1267207127388520448"
"x2543322702","x1267207127388520448"
"x1113563633227902976","x1111026616120025088"
"x148857813","x1267207127388520448"
"x1113576965364166657","x1111026616120025088"
"x1113544368449888256","x1111026616120025088"
"x595234640","x1267207127388520448"
"x1339293480665886720","x1267207127388520448"
"x700437371506921472","x1267207127388520448"
"x1313216067997663237","x1267207127388520448"
"x1246153009538707459","x1267207127388520448"
"x2314917480","x1267207127388520448"
"x1244716894671732738","x1267207127388520448"
"x722731027202994176","x1267207127388520448"
"x1326856154811609088","x1267207127388520448"
"x1272206624111951872","x1267207127388520448"
"x2308476888","x1267207127388520448"
"x1469748847","x217750713"
"x1327155834472828928","x1267207127388520448"
"x3198953026","x217750713"
"x417000528","x1267207127388520448"
"x1248216947671646213","x1267207127388520448"
"x1256276191591501827","x1267207127388520448"
"x479026758","x840190609"
"x1268945062932725760","x1267207127388520448"
"x1129855268215566336","x1267207127388520448"
"x1066625735056662528","x1267207127388520448"
"x787342696478302208","x224605657"
"x1096806177256673280","x224605657"
"x1028305673984069633","x224605657"
"x224605657","x224605657"
"x1006442550","x224605657"
"x1311283606862602240","x224605657"
"x148857813","x224605657"
"x1178255389403602945","x1267207127388520448"
"x1192974381070344192","x1267207127388520448"
"x1253196332157845505","x1267207127388520448"
"x99404472","x1267207127388520448"
"x1092886006498512897","x1267207127388520448"
"x1330428741659598849","x1267207127388520448"
"x1077495238300717057","x1267207127388520448"
"x590854559","x1267207127388520448"
"x1339002673245327360","x1267207127388520448"
"x1206220477380911106","x1267207127388520448"
"x1138462438045683712","x224605657"
"x1250235576181235714","x1267207127388520448"
"x1138938991338807296","x224605657"
"x48213230","x210754487"
"x161284813","x210754487"
"x1250859970415013889","x306190323"
"x1249059870013296640","x306190323"
"x1317464304514441216","x1285867636333707265"
"x1128277613808635905","x306190323"
"x513315687","x1267207127388520448"
"x1342914766231269378","x306190323"
"x1657319816","x306190323"
"x300701238","x1314305581"
"x1349021853906591745","x1314305581"
"x903330927161606144","x1314305581"
"x130088630","x306190323"
"x2737710932","x306190323"
"x1343176016064339969","x1267207127388520448"
"x1081245138519814148","x1267207127388520448"
"x1540168982","x1314305581"
"x1303829128647503873","x306190323"
"x1328847543040700416","x306190323"
"x1197833350204911616","x306190323"
"x1331419669496991746","x306190323"
"x2258772237","x702991804661112832"
"x1335275749805355008","x306190323"
"x1469748847","x217750713"
"x851434250993901570","x217750713"
"x1410527701","x217750713"
"x1296017890945175554","x217750713"
"x1897841677","x217750713"
"x1272206624111951872","x217750713"
"x1355476599571931142","x217750713"
"x1345084080598245378","x1268219277674516489"
"x701029423","x1268219277674516489"
"x1051544500814909442","x1268219277674516489"
"x851019624565092352","x1268219277674516489"
"x1322437080740438017","x1322437080740438017"
"x1361377617748844551","x306190323"
"x1339965626463481857","x217750713"
"x1260306632560566274","x217750713"
"x1188395536484839430","x306190323"
"x1323955558785961984","x217750713"
"x4278185242","x1246468973828415488"
"x1224465145142960133","x1246468973828415488"
"x1126826428941721600","x306190323"
"x1043002206","x4332551608"
"x1042557820154073094","x1246468973828415488"
"x1242751811620081664","x1246468973828415488"
"x1081472098546135040","x1246468973828415488"
"x839170846988042240","x1246468973828415488"
"x1324849966553178112","x1246468973828415488"
"x741971146397122560","x1246468973828415488"
"x859822037606576129","x217750713"
"x705094544115761152","x705094544115761152"
"x1060092431100723200","x217750713"
"x631486246","x1246468973828415488"
"x1243574501272702978","x1246468973828415488"
"x1138938991338807296","x1246468973828415488"
"x1263915021219901440","x217750713"
"x1191636425281855488","x113937776"
"x1222967759560159232","x113937776"
"x801340902832820225","x113937776"
"x572782087","x113937776"
"x1346969340","x113937776"
"x1343132935952728066","x1322437080740438017"
"x560249637","x113937776"
"x1207311199106408453","x1322437080740438017"
"x1130491684297617416","x113937776"
"x631173995","x572430186"
"x1585922466","x113937776"
"x887616910644457473","x4332551608"
"x2602194998","x1246468973828415488"
"x1363917706987270145","x1239259482498236417"
"x1085112722637893632","x4332551608"
"x982538740571795456","x1333454508626767879"
"x1322437080740438017","x1322437080740438017"
"x1360219459638743042","x1333454508626767879"
"x1326213107631480834","x1333454508626767879"
"x767675142","x1322437080740438017"
"x1081245138519814148","x1333454508626767879"
"x121114118","x1248027024817639424"
"x888709663067426817","x1333454508626767879"
"x2853418749","x259402712"
"x2778213698","x259402712"
"x1267867782","x259402712"
"x238727586","x259402712"
"x1248224987955290113","x1248027024817639424"
"x1322437080740438017","x1322437080740438017"
"x1322437080740438017","x1322437080740438017"
"x706875423024619520","x1248027024817639424"
"x930199609","x113937776"
"x811266036897038336","x113937776"
"x1319597577352957965","x113937776"
"x262554664","x1293129634809249793"
"x870698591450353664","x1333454508626767879"
"x1230376737042812934","x113937776"
"x875622846252240898","x1248027024817639424"
"x800114629217161216","x1293129634809249793"
"x1205867495846023173","x2896246908"
"x302214757","x113937776"
"x4209673155","x1333454508626767879"
"x1281862703305428993","x113937776"
"x1330617209044037639","x113937776"
"x968254475571023872","x113937776"
"x2388759696","x1248027024817639424"
"x1361377617748844551","x2369361330"
"x1315060569314070528","x1248027024817639424"
"x47903230","x113937776"
"x1247820332590825473","x1248027024817639424"
"x1203863950581997569","x1316815159231426561"
"x1281278365341757445","x1316815159231426561"
"x1202802547054071808","x1316815159231426561"
"x1323747268013527041","x1316815159231426561"
"x408604471","x1316815159231426561"
"x415501063","x1316815159231426561"
"x1308400921496387593","x1316815159231426561"
"x1326279646623789058","x1316815159231426561"
"x1348444985847328769","x1316815159231426561"
"x1327241331891167243","x1316815159231426561"
"x1010961074538057731","x1316815159231426561"
"x1248263490864918530","x1316815159231426561"
"x1325631109565198340","x1316815159231426561"
"x1311836601010577408","x1316815159231426561"
"x68598077","x1316815159231426561"
"x1393097389","x1316815159231426561"
"x1294562823507341314","x1316815159231426561"
"x1318564203926593537","x1316815159231426561"
"x1334046523047473152","x1316815159231426561"
"x3730653203","x1316815159231426561"
"x1139002507","x1316815159231426561"
"x1320369775260946433","x1316815159231426561"
"x1259133202511396864","x1316815159231426561"
"x1244590199285432321","x1316815159231426561"
"x1267198031134371844","x1316815159231426561"
"x1343814151907520512","x1316815159231426561"
"x904349491","x1316815159231426561"
"x2991518706","x113937776"
"x1217094231031980034","x1316815159231426561"
"x1266300047055978501","x1316815159231426561"
"x3337295067","x1316815159231426561"
"x498126546","x1316815159231426561"
"x854022469900017666","x1316815159231426561"
"x1069341642224795651","x1316815159231426561"
"x1438400192","x1316815159231426561"
"x1066288491330453504","x1316815159231426561"
"x2933777645","x1185598373614751748"
"x1108822581375877120","x1185598373614751748"
"x193851739","x1185598373614751748"
"x1068639227813003265","x1316815159231426561"
"x353023734","x1185598373614751748"
"x2411183472","x1185598373614751748"
"x1295115949","x1185598373614751748"
"x1116064257794244609","x1185598373614751748"
"x3023110083","x1185598373614751748"
"x1279800987247673344","x1316815159231426561"
"x1019867000","x1185598373614751748"
"x900456779477389312","x1185598373614751748"
"x1283399008791273475","x1316815159231426561"
"x1093886025519284224","x1185598373614751748"
"x3641507957","x1185598373614751748"
"x1311711478223958027","x1316815159231426561"
"x1340239973371547648","x1316815159231426561"
"x1297882619791708163","x1316815159231426561"
"x204777211","x1185598373614751748"
"x118758276","x1316815159231426561"
"x1223727585143726080","x1185598373614751748"
"x419408623","x1316815159231426561"
"x1111166081366937601","x1185598373614751748"
"x737597297496719360","x1185598373614751748"
"x741379578460045316","x1316815159231426561"
"x872396243259068416","x1185598373614751748"
"x303116119","x1185598373614751748"
"x590727031","x1185598373614751748"
"x2783742936","x1185598373614751748"
"x1146087781124452353","x1185598373614751748"
"x735509966979764225","x1185598373614751748"
"x248794070","x1185598373614751748"
"x308427620","x1185598373614751748"
"x602804117","x1185598373614751748"
"x3340988925","x1316815159231426561"
"x1279325914451652608","x1185598373614751748"
"x778503181","x1185598373614751748"
"x1233007766761082885","x1316815159231426561"
"x994980750268227587","x1185598373614751748"
"x1244716894671732738","x1316815159231426561"
"x1287291911158599680","x1185598373614751748"
"x1096871273098104832","x1185598373614751748"
"x1315026557312925696","x1316815159231426561"
"x787342696478302208","x899277408674746368"
"x2543322702","x899277408674746368"
"x1259636523412140032","x899277408674746368"
"x332270683","x1317183887550914563"
"x701078616420052992","x899277408674746368"
"x1279480591134724096","x899277408674746368"
"x1256339893288153088","x899277408674746368"
"x148857813","x1316815159231426561"
"x3001211062","x1316815159231426561"
"x347233453","x1185598373614751748"
"x3053786963","x899277408674746368"
"x845001958557732864","x1316815159231426561"
"x3989854966","x899277408674746368"
"x1341732128686559232","x1316815159231426561"
"x1362085778147471361","x899277408674746368"
"x1317830237749710849","x899277408674746368"
"x856796338402586625","x1317183887550914563"
"x2413489257","x899277408674746368"
"x2317894100","x1316815159231426561"
"x1240548961489948673","x899277408674746368"
"x4136583682","x1316815159231426561"
