"source","target"
"x467427062","x399110425"
"x1278101516","x2242940071"
"x1211749620461629440","x1578782359"
"x719596779663138816","x2242940071"
"x777191985341882368","x2242940071"
"x14103321","x1266395206913531909"
"x1179737909500489729","x2242940071"
"x3375072193","x2242940071"
"x860943739572957184","x1266395206913531909"
"x729763818801397760","x1266395206913531909"
"x560707426","x2242940071"
"x811538128213254146","x338985020"
"x114798804","x427607370"
"x252070564","x338985020"
"x837298711613034498","x338985020"
"x1280041814","x1266395206913531909"
"x987742428","x2242940071"
"x2798919317","x42358454"
"x385634716","x1175784716"
"x3419990079","x200659061"
"x1177376595029450754","x2242940071"
"x4861344375","x594522343"
"x820412312028909568","x2983945431"
"x918053952603729921","x200659061"
"x1315011414965264391","x2242940071"
"x106707651","x1266395206913531909"
"x1310327547117416453","x200659061"
"x112850365","x5630212"
"x88652877","x5630212"
"x14406791","x5630212"
"x3079178595","x841979802357764097"
"x23747551","x5630212"
"x1313991841642151936","x200659061"
"x3017112653","x1266395206913531909"
"x1293247974","x1175784716"
"x1281315480737906694","x2242940071"
"x1327727020198027265","x200659061"
"x562133162","x200659061"
"x2600762739","x338985020"
"x488700754","x488700754"
"x2556055789","x2806771192"
"x1303704709123969024","x2242940071"
"x39540077","x200659061"
"x807787995940036608","x2242940071"
"x58340767","x2242940071"
"x38634848","x38634848"
"x718068708","x594522343"
"x745923049292201985","x38634848"
"x745923049292201985","x38634848"
"x745923049292201985","x38634848"
"x1307591962325921792","x594522343"
"x745923049292201985","x38634848"
"x1288921609231900672","x17588280"
"x802231972324147200","x273932489"
"x1135452025792147456","x5630212"
"x1344247794413006848","x5630212"
"x213585445","x5630212"
"x147283300","x147283300"
"x1308837069121294336","x147283300"
"x743166491579777024","x200659061"
"x17588280","x17588280"
"x352320187","x17588280"
"x38468991","x1266395206913531909"
"x745707823","x147283300"
"x4535481335","x147283300"
"x767465023023247360","x147283300"
"x1209171094504124416","x147283300"
"x1094535902267953152","x1266395206913531909"
"x1248608009187553287","x147283300"
"x2840436729","x200659061"
"x571919597","x147283300"
"x1559925114","x338985020"
"x245497557","x1073264136778383360"
"x204284437","x262267551"
"x576275730","x1237314642583658496"
"x1343982958617784320","x1073264136778383360"
"x17593806","x42358454"
"x1356238107549585410","x338985020"
"x1317830237749710849","x147283300"
"x219397176","x42358454"
"x120168581","x42358454"
"x730746963054997504","x1237314642583658496"
"x1361633436365127680","x61325565"
"x1218635544948809728","x2374092688"
"x3237987454","x2242940071"
"x1235582790063841280","x147283300"
"x27695747","x2374092688"
"x566585145","x1244985114829959173"
"x1356250154395959297","x147283300"
"x1373991758","x89945349"
"x4216955975","x1243459911574597632"
"x1001964565","x1243459911574597632"
"x1297464842287226880","x427607370"
"x924554419559165952","x1243459911574597632"
"x789967129","x1327546380144041988"
"x3252924098","x155629337"
"x3996911715","x45630799"
"x2927204037","x45630799"
"x369006624","x45630799"
"x340844704","x45630799"
"x48484744","x45630799"
"x865477231388246017","x45630799"
"x1185842081836814338","x45630799"
"x2967373000","x45630799"
"x1107556674800369664","x45630799"
"x64464522","x45630799"
"x912457093","x45630799"
"x1111595875","x45630799"
"x3044656163","x1175863408765390849"
"x1331293193254612996","x45630799"
"x385729872","x1175863408765390849"
"x781529317","x45630799"
"x18469211","x45630799"
"x1281158849479786496","x45630799"
"x61521038","x480418245"
"x88024429","x1073264136778383360"
"x919714903","x480418245"
"x1185531782952816640","x480418245"
"x630190170","x45630799"
"x1271054954610995204","x45630799"
"x707882889405472768","x45630799"
"x1882871270","x480418245"
"x588535554","x2242940071"
"x269609538","x2242940071"
"x964952442","x2242940071"
"x953444662404055041","x2242940071"
"x1281315480737906694","x2242940071"
"x2848993491","x2242940071"
"x102563403","x2242940071"
"x102563403","x480418245"
"x234550882","x480418245"
"x1223950760","x2242940071"
"x1223950760","x480418245"
"x1183628382","x2242940071"
"x1179737909500489729","x480418245"
"x1010599074377150464","x45630799"
"x1359908588538523650","x2242940071"
"x1882871270","x2242940071"
"x919714903","x2242940071"
"x1317507367542599681","x147283300"
"x953444662404055041","x480418245"
"x88036629","x2242940071"
"x1179737909500489729","x2242940071"
"x277625770","x2242940071"
"x1373991758","x2242940071"
"x200100603","x480418245"
"x2978651261","x2242940071"
"x1278022816722554891","x45630799"
"x2216008370","x2242940071"
"x988735644","x1161732202801111042"
"x1045696911544594432","x2242940071"
"x1336424787388854275","x2242940071"
"x928978273626968064","x2242940071"
"x253075475","x80373632"
"x612985418","x2242940071"
"x1138462438045683712","x427607370"
"x3196494064","x480418245"
"x1278101516","x2242940071"
"x631988630","x480418245"
"x3187763194","x480418245"
"x140252240","x480418245"
"x560707426","x480418245"
"x1279480591134724096","x1269687497031901187"
"x2416662172","x2242940071"
"x249221867","x2242940071"
"x16571214","x80373632"
"x777191985341882368","x2242940071"
"x47706812","x45630799"
"x1304465108811362304","x1269687497031901187"
"x1157073098","x987296664"
"x45848808","x2242940071"
"x63826204","x131317692"
"x1257790524","x480418245"
"x2891740872","x480418245"
"x309239426","x2242940071"
"x1148197780583849984","x2242940071"
"x132763075","x2242940071"
"x1148197780583849984","x2242940071"
"x1066931820","x480418245"
"x273419335","x480418245"
"x2462259766","x45630799"
"x235071524","x1269687497031901187"
"x582239140","x150212556"
"x1359942652762984451","x480418245"
"x493488747","x480418245"
"x1109924664","x1242892206769426433"
"x3375072193","x480418245"
"x378765631","x200659061"
"x713745351979765761","x22810628"
"x3315017505","x480418245"
"x70994984","x45630799"
"x919548186590621696","x480418245"
"x744107154156699648","x200659061"
"x561252131","x45630799"
"x138057893","x89945349"
"x1958978647","x2242940071"
"x1053306226812088320","x1175863408765390849"
"x1118019853737181184","x1175863408765390849"
"x3882470319","x1297152020785385473"
"x49754814","x2242940071"
"x1904635644","x2242940071"
"x120207266","x1297152020785385473"
"x1119395405576458242","x2242940071"
"x14260960","x480418245"
"x1325100170254626819","x480418245"
"x1236455188392816641","x480418245"
"x361299964","x480418245"
"x764190205133717504","x480418245"
"x1074411735065481216","x480418245"
"x3400282468","x480418245"
"x3797032521","x480418245"
"x3375072193","x2242940071"
"x4395821867","x480418245"
"x142784670","x2242940071"
"x1315011414965264391","x2242940071"
"x1203423623802970112","x2242940071"
"x1270016510451421185","x861614085275865088"
"x623588099","x861614085275865088"
"x1150807566391422977","x861614085275865088"
"x1109143157827125248","x861614085275865088"
"x2169874708","x861614085275865088"
"x772695462","x2242940071"
"x121299590","x861614085275865088"
"x1321730833217167361","x861614085275865088"
"x743394076662304768","x38142665"
"x1255908980523745281","x1255908980523745281"
"x1244155447290089472","x1175863408765390849"
"x999583910458687488","x1255908980523745281"
"x1355922240152416258","x1255908980523745281"
"x202160075","x787240743979057152"
"x1084033375","x1245483551749005312"
"x1251077843901087744","x1255908980523745281"
"x1323695597283647488","x4065201"
"x1056182678217785344","x1065629871844532229"
"x1337083147863920641","x1255908980523745281"
"x526852265","x377262285"
"x1282379933713666048","x377262285"
"x877541535499341824","x855792993357504513"
"x794402677996322816","x45630799"
"x2214591869","x612345431"
"x1245311615983063046","x1255908980523745281"
"x259913837","x612345431"
"x53069299","x377262285"
"x729958170781749251","x612345431"
"x4065201","x28057609"
"x15514281","x377262285"
"x1303798897790287884","x612345431"
"x1293372339376328704","x1297152020785385473"
"x1091941271667703809","x790958443192549376"
"x852538501832769540","x18973355"
"x741595599225655296","x18973355"
"x42594070","x18973355"
"x37910288","x411362486"
"x3720042855","x411362486"
"x17563531","x411362486"
"x141306388","x18973355"
"x1312344090604965893","x28057609"
"x477719882","x18973355"
"x1211749620461629440","x133663801"
"x1274377712405266432","x133663801"
"x57602101","x133663801"
"x450498196","x133663801"
"x1186983549972418560","x133663801"
"x33579369","x133663801"
"x730746963054997504","x304968157"
"x1000136180544000000","x133663801"
"x768904155016536064","x133663801"
"x213283073","x133663801"
"x2914277357","x304968157"
"x2979271654","x133663801"
"x1211749620461629440","x579264682"
"x455900881","x85334007"
"x2587873773","x133663801"
"x1008484579991277568","x183038456"
"x2232000183","x133663801"
"x1298007308522291200","x85334007"
"x985815893178544128","x480418245"
"x321279520","x411362486"
"x954985758326059008","x480418245"
"x1292973189656727553","x28057609"
"x742538359659212800","x85334007"
"x420410722","x133663801"
"x550940481","x1351475267458523136"
"x52668092","x85334007"
"x31569066","x47338701"
"x1334120208932417539","x1326380565654855683"
"x1114218158037110784","x121019896"
"x429754596","x121019896"
"x297326890","x121019896"
"x884109737087950848","x121019896"
"x316077382","x121019896"
"x1290549912820645888","x286568848"
"x720579941184757760","x480418245"
"x1278428626552324098","x121019896"
"x2913854962","x121019896"
"x611723769","x121019896"
"x257761551","x121019896"
"x1123395231792209922","x2242940071"
"x1211749620461629440","x2649991"
"x556137521","x183038456"
"x1062374360118448128","x105488203"
"x798761048652189697","x105488203"
"x346677224","x105488203"
"x1028357280","x2649991"
"x89721215","x2649991"
"x299859357","x1326380565654855683"
"x1357627085045575680","x105488203"
"x971451474","x2649991"
"x971451474","x2649991"
"x122672828","x183038456"
"x1850264647","x28057609"
"x1133706733","x105488203"
"x2865377248","x121019896"
"x336253900","x105488203"
"x313264829","x2649991"
"x835455418554003456","x1255908980523745281"
"x953434808625127427","x953434808625127427"
"x4195846216","x92564226"
"x747890929","x17198997"
"x37419417","x17198997"
"x13436192","x17198997"
"x47706812","x222126484"
"x1164647573262688284","x105488203"
"x264374565","x85334007"
"x1256867740620476416","x1166130295"
"x1192767230","x222126484"
"x3191478638","x480418245"
"x503545059","x105488203"
"x109366328","x105488203"
"x922831906093355008","x616274734"
"x1055062436","x133663801"
"x1380060265","x301356662"
"x49965183","x301356662"
"x269218436","x105488203"
"x138005011","x85334007"
"x1281296995748102145","x1361661500226682882"
"x972620209","x494668818"
"x2984614877","x2649991"
"x4061960481","x23922814"
"x1916806447","x17198997"
"x204384708","x105488203"
"x1311836601010577408","x28057609"
"x1195399939288977409","x2649991"
"x1223950760","x494668818"
"x837373364008255489","x1733504264"
"x1113723163","x610372620"
"x3683773635","x105488203"
"x456050432","x1361661500226682882"
"x2906414782","x221059325"
"x995002926446850049","x42358454"
"x2258772237","x42358454"
"x3230982326","x480418245"
"x1323742555171885057","x273735213"
"x2903697543","x2841203045"
"x1359184057184231424","x221059325"
"x1045696911544594432","x480418245"
"x1144380742119632897","x480418245"
"x557780859","x1022791577830338560"
"x3079713538","x1022791577830338560"
"x2256355831","x42358454"
"x528084191","x1065629871844532229"
"x1343132935952728066","x1384125012"
"x1343132935952728066","x1322437080740438017"
"x495072443","x1297152020785385473"
"x545924100","x183038456"
"x852473492566134784","x362968592"
"x4545470727","x183038456"
"x1563045781","x17198997"
"x809301120216657921","x105488203"
"x224255455","x105488203"
"x402884381","x105488203"
"x15682684","x105488203"
"x35761322","x105488203"
"x68522976","x105488203"
"x3222623040","x105488203"
"x2920310925","x105488203"
"x48213230","x105488203"
"x979048605087563782","x131317692"
"x1185726934942126081","x105488203"
"x2874772780","x2242940071"
"x847038714735968256","x105488203"
"x234935320","x1392844044"
"x21579777","x809597690"
"x534720794","x494668818"
"x618996783","x1392844044"
"x299716390","x1392844044"
"x1311551394","x1392844044"
"x262554664","x2972714525"
"x572565393","x1392844044"
"x194901944","x1392844044"
"x129227323","x1392844044"
"x1259636523412140032","x2972714525"
"x2974771173","x1392844044"
"x1083099094657257481","x2972714525"
"x4041754991","x1392844044"
"x2894425629","x1392844044"
"x89541537","x809597690"
"x1341780995599687680","x563406533"
"x1322277233373908993","x1321400526777552897"
"x1240561289480544256","x121019896"
"x441559331","x3468565703"
"x16708271","x3468565703"
"x48959297","x3468565703"
"x520783860","x3468565703"
"x137797546","x3468565703"
"x4925406317","x3468565703"
"x1115282425142284288","x3468565703"
"x1066962349410668545","x3468565703"
"x1300775882","x3468565703"
"x97733533","x3468565703"
"x476102969","x3468565703"
"x1346969340","x3468565703"
"x1140673782","x3468565703"
"x842368170","x1392844044"
"x299778462","x3468565703"
"x1066962349410668545","x3468565703"
"x234535592","x3468565703"
"x1264874426081980416","x3468565703"
"x5630212","x5630212"
"x284489525","x3468565703"
"x3633190533","x3468565703"
"x90151129","x3468565703"
"x1163755788835405824","x3468565703"
"x38634848","x515405354"
"x340620842","x515405354"
"x456050432","x3468565703"
"x185712530","x105488203"
"x3640432637","x3468565703"
"x95399207","x3468565703"
"x1201434494915534848","x1392844044"
"x1246479114242056192","x3468565703"
"x1114218158037110784","x26110930"
"x60615239","x26110930"
"x1360618027495149574","x26110930"
"x1211749620461629440","x26110930"
"x125049715","x26110930"
"x236561299","x1392844044"
"x105143605","x916897791653408768"
"x987733300121874434","x3468565703"
"x1069542381282840578","x3468565703"
"x730079412570488832","x3468565703"
"x761502685","x1392844044"
"x993539965769445376","x26110930"
"x597380188","x3468565703"
"x1079802390554075136","x3468565703"
"x919822958","x3468565703"
"x275676127","x17198997"
"x1275474311650959363","x916897791653408768"
"x1328047475647782912","x14260960"
"x1085220147168718848","x1384125012"
"x716211995071086592","x3468565703"
"x22451566","x1271852322"
"x611010664","x1271852322"
"x3078527956","x809597690"
"x844486523525484544","x362968592"
"x472062661","x1392844044"
"x200487402","x1392844044"
"x2790362366","x172798076"
"x1197963859954405377","x2280736897"
"x1327546380144041988","x1327546380144041988"
"x2739712336","x1327546380144041988"
"x1000074143667249152","x551952292"
"x427518369","x3468565703"
"x1339190757333364737","x1348837604133888003"
"x118468428","x3468565703"
"x1355476599571931142","x1326124147366387712"
"x109335745","x1392844044"
"x1331956468657106945","x1348837604133888003"
"x109366328","x301356662"
"x1275443336812335104","x1326124147366387712"
"x866658628178243585","x3468565703"
"x397703170","x31016249"
"x178338576","x31016249"
"x942482182773313543","x43300951"
"x595618337","x31016249"
"x747580938142416896","x31016249"
"x35898070","x31016461"
"x829878053195116545","x31016461"
"x1092147727872479237","x43300951"
"x194327700","x43300951"
"x499651865","x1054313894133542914"
"x1232996052711727105","x3468565703"
"x1342957760271548416","x200659061"
"x1415615316","x1392844044"
"x491463695","x1392844044"
"x16130709","x43750451"
"x959380309526634497","x3468565703"
"x3203376045","x85334007"
"x1251539989525118976","x85334007"
"x550531075","x31016249"
"x17229611","x85334007"
"x4075485214","x3468565703"
"x803686878","x31016249"
"x785277559","x3468565703"
"x1354515131133255684","x85334007"
"x1354515131133255684","x85334007"
"x500916392","x3468565703"
"x324618794","x85334007"
"x462565710","x31016249"
"x20478618","x31016461"
"x37444990","x1392844044"
"x38634848","x38634848"
"x38634848","x38634848"
"x747175914950246400","x3008139003"
"x488564551","x3468565703"
"x146025126","x20043573"
"x15956049","x20043573"
"x211925666","x14715075"
"x935852734049411073","x14180021"
"x1022791577830338560","x133663801"
"x200844586","x133663801"
"x1211749620461629440","x133663801"
"x4116795993","x133663801"
"x2210698001","x133663801"
"x1353355963676450816","x133663801"
"x18403800","x133663801"
"x1199067018407895040","x133663801"
"x1185119827628822530","x133663801"
"x519529372","x133663801"
"x1304709794679455745","x133663801"
"x2984614877","x14180021"
"x711079371830857728","x133663801"
"x1290379045595688965","x133663801"
"x456050432","x133663801"
"x250838509","x133663801"
"x1903238167","x133663801"
"x596471642","x133663801"
"x1229171101361754113","x133663801"
"x282048762","x133663801"
"x47934247","x133663801"
"x2939315158","x133663801"
"x344086791","x133663801"
"x2268708474","x133663801"
"x1310672785291849728","x322298346"
"x1332022679793266698","x133663801"
"x461380325","x133663801"
"x477202320","x14180021"
"x1115282425142284288","x133663801"
"x1266703718961090561","x133663801"
"x83396757","x133663801"
"x16040704","x133663801"
"x1208890050","x133663801"
"x937482526054060032","x133663801"
"x4801794389","x133663801"
"x18982331","x18982331"
"x290988850","x133663801"
"x707320363","x133663801"
"x1107926314579869697","x133663801"
"x751871415624855553","x133663801"
"x485133682","x133663801"
"x1243974451886272513","x133663801"
"x477202320","x20043573"
"x1093637354466803712","x1271852322"
"x2180986489","x133663801"
"x3589912161","x20043573"
"x722240119990849537","x20043573"
"x2373993726","x3468565703"
"x835587408","x1392844044"
"x560342606","x1327546380144041988"
"x1037674513020923904","x322298346"
"x120153168","x20043573"
"x603380195","x846755181232558082"
"x1255875973096116232","x200659061"
"x64494732","x20043573"
"x173169464","x20043573"
"x1278022816722554891","x133663801"
"x3902259917","x48691824"
"x1223964339591315456","x48691824"
"x925651822588694528","x1239578657938694144"
"x745923049292201985","x38634848"
"x745923049292201985","x38634848"
"x2576454150","x1271852322"
"x547150665","x1271852322"
"x2172219327","x1271852322"
"x495682576","x1271852322"
"x3448315829","x1271852322"
"x566585145","x1244985114829959173"
"x2568594594","x48691824"
"x4888131867","x1271852322"
"x1069264245706108929","x1271852322"
"x164690387","x784636611183214592"
"x2167913944","x784636611183214592"
"x262691447","x1271852322"
"x1123941088975294466","x784636611183214592"
"x1278378833327140865","x784636611183214592"
"x3340729204","x784636611183214592"
"x129272234","x1271852322"
"x30643654","x1271852322"
"x4888131867","x784636611183214592"
"x924171523925139456","x32444283"
"x4026045455","x480418245"
"x1014345292819279872","x480418245"
"x1272205800522514432","x784636611183214592"
"x1239197200716107784","x784636611183214592"
"x262318058","x20043573"
"x120153168","x32444283"
"x3404474915","x784636611183214592"
"x513660029","x784636611183214592"
"x1247851792760745984","x818442812895166464"
"x1098237498923368449","x200659061"
"x363656374","x133663801"
"x769464197763600384","x322298346"
"x500916392","x133663801"
"x180953075","x1314267809707438080"
"x1311836601010577408","x1266395206913531909"
"x119834272","x1054313894133542914"
"x1348444985847328769","x1314267809707438080"
"x1342152216895959047","x1314267809707438080"
"x1223395104775426049","x1314267809707438080"
"x1295034567318016006","x1326124147366387712"
"x306370642","x133663801"
"x1241374383853142017","x1314267809707438080"
"x767465023023247360","x1314267809707438080"
"x4919454699","x48691824"
"x623648389","x38395124"
"x1108253434380201984","x38395124"
"x995002926446850049","x981580611675664390"
"x1252181732939444224","x1314267809707438080"
"x76326683","x38395124"
"x38192431","x20229856"
"x2976130660","x981580611675664390"
"x1361377617748844551","x1269687497031901187"
"x1347877734228369409","x1055950916"
"x1874943188","x1055950916"
"x104450723","x1055950916"
"x97310205","x38395124"
"x1310663270404153345","x1055950916"
"x1349768048102805515","x1055950916"
"x1603048405","x1055950916"
"x775277521097097216","x1306553414898327553"
"x85117452","x1055950916"
"x936876885048377346","x38395124"
"x138042909","x1055950916"
"x578892879","x771590972748640256"
"x178355853","x840190609"
"x1335848389175554054","x4865398792"
"x1119162798276132865","x771590972748640256"
"x925114806251802624","x1336727132047814657"
"x925114806251802624","x1336727132047814657"
"x1239237935230332928","x981580611675664390"
"x1351659677348745216","x381975737"
"x1374961938","x4865398792"
"x1267140307591798784","x1267140307591798784"
"x24367790","x218441367"
"x391642220","x376122284"
"x1251927193485279234","x981580611675664390"
"x1212117442333331456","x376122284"
"x843221358","x1267140307591798784"
"x1343655949781905409","x1314267809707438080"
"x3977891417","x38395124"
"x73900137","x376122284"
"x1210976945191604225","x771590972748640256"
"x1211749620461629440","x36026024"
"x74681839","x376122284"
"x2853660839","x1218560108365516800"
"x994281877635829763","x1214315619031478272"
"x3233835530","x1214315619031478272"
"x19654909","x1214315619031478272"
"x4895978693","x1214315619031478272"
"x1354503659955093513","x1214315619031478272"
"x1237784216437501952","x1214315619031478272"
"x1093559240449499136","x1214315619031478272"
"x2367660020","x1214315619031478272"
"x1318453562255486977","x1214315619031478272"
"x1355922240152416258","x1214315619031478272"
"x850769898561253377","x1214315619031478272"
"x83396757","x1214315619031478272"
"x2475737292","x1214315619031478272"
"x3303463029","x1214315619031478272"
"x4257129537","x1214315619031478272"
"x2761710808","x1214315619031478272"
"x159581076","x1214315619031478272"
"x2497048639","x1214315619031478272"
"x1310290218570977283","x1214315619031478272"
"x1350907851011727369","x1214315619031478272"
"x1350907851011727369","x1214315619031478272"
"x1350907851011727369","x1214315619031478272"
"x1046148661","x1214315619031478272"
"x1362063248800022529","x1214315619031478272"
"x1062673008937103361","x1214315619031478272"
"x1034896426634039302","x1214315619031478272"
"x871847364318945281","x1214315619031478272"
"x1248357899740549121","x1214315619031478272"
"x954246096","x1214315619031478272"
"x1185119827628822530","x1214315619031478272"
"x846815639822090240","x1214315619031478272"
"x710955910491979776","x1214315619031478272"
"x4376305821","x1214315619031478272"
"x13617042","x1214315619031478272"
"x824276933387108353","x1214315619031478272"
"x1003936105715191808","x1214315619031478272"
"x356192858","x1214315619031478272"
"x4439756373","x1214315619031478272"
"x999892806222004224","x1214315619031478272"
"x552107131","x1214315619031478272"
"x1180066709522309121","x1214315619031478272"
"x2874069903","x1214315619031478272"
"x1094302154511339523","x1214315619031478272"
"x413033916","x1214315619031478272"
"x1006862536065671169","x1214315619031478272"
"x1464934128","x1214315619031478272"
"x1575966595","x1214315619031478272"
"x265743906","x494668818"
"x1208306481906499584","x1214315619031478272"
"x926399701","x1214315619031478272"
"x213610318","x1214315619031478272"
"x2565205964","x32867753"
"x582595828","x1214315619031478272"
"x2174357906","x1214315619031478272"
"x813923756","x1214315619031478272"
"x4468574472","x1214315619031478272"
"x1089599163287916545","x1214315619031478272"
"x1189666524564512770","x1214315619031478272"
"x1197059246090850305","x1214315619031478272"
"x2993788379","x1214315619031478272"
"x1295841805","x1214315619031478272"
"x1223950760","x494668818"
"x2162490576","x1214315619031478272"
"x1218646115433709568","x1214315619031478272"
"x1079712763176456193","x1214315619031478272"
"x1198890122894282753","x1214315619031478272"
"x1295493478441463811","x1214315619031478272"
"x1089732626058014720","x1214315619031478272"
"x2261320772","x1214315619031478272"
"x1007600686127820801","x1214315619031478272"
"x625537881","x1214315619031478272"
"x88049635","x1214315619031478272"
"x388693057","x1214315619031478272"
"x840967478155046912","x1214315619031478272"
"x3679460595","x1214315619031478272"
"x18982331","x818442812895166464"
"x18982331","x18982331"
"x18982331","x18982331"
"x1311766426588413953","x1344015266594873345"
"x224255455","x38395124"
"x882280344","x42358454"
"x48959297","x42358454"
"x33331728","x42358454"
"x1163755788835405824","x42358454"
"x2285987863","x234544107"
"x830920875742461952","x3301475266"
"x1057772956959563776","x42358454"
"x148857813","x300813373"
"x954777865475776512","x2285987863"
"x3102160720","x1054313894133542914"
"x943813472277729281","x48691824"
"x2191154472","x42358454"
"x3241925943","x42358454"
"x1180344534355648512","x42358454"
"x1563045781","x140776364"
"x982538740571795456","x363287105"
"x3025309247","x901919996"
"x870237689173471232","x2369361330"
"x39740716","x297945439"
"x1285448287","x2285987863"
"x1037674513020923904","x1310942459762008065"
"x1238842414615453696","x363287105"
"x1157950560068411398","x140776364"
"x1244155447290089472","x1310942459762008065"
"x496896222","x48691824"
"x111676962","x363287105"
"x169007798","x42358454"
"x114502670","x237673054"
"x1308700248181821440","x363287105"
"x2617583049","x363287105"
"x15849179","x463681043"
"x856628371190673408","x367916454"
"x1014224002401947648","x367916454"
"x737707715561132032","x818442812895166464"
"x98647223","x42358454"
"x297332483","x42358454"
"x299297665","x42358454"
"x838472939355918336","x367916454"
"x39211336","x42358454"
"x257954909","x42358454"
"x238944460","x42358454"
"x555023699","x237673054"
"x1242500450202652673","x42358454"
"x3257608107","x42358454"
"x2194564833","x1287317350807736320"
"x815678924","x42358454"
"x1351829177226424320","x363287105"
"x270147755","x363287105"
"x28990042","x2806771192"
"x1338534694183374849","x2806771192"
"x1095724647998545923","x2806771192"
"x383866959","x2806771192"
"x960639106161274881","x363287105"
"x976091150128951296","x1262193318"
"x783321962101768192","x2806771192"
"x253562326","x2806771192"
"x700071853","x2806771192"
"x1248362521708220416","x2806771192"
"x2216476609","x2806771192"
"x1289741446166216704","x1346920000477556739"
"x1019274280255795200","x2806771192"
"x1295367916339310593","x2806771192"
"x140776364","x140776364"
"x58287948","x2806771192"
"x1294674947097399296","x137654240"
"x2871943047","x237673054"
"x2383509436","x2806771192"
"x1174154146880086018","x1214315619031478272"
"x3138902536","x304968157"
"x3001211062","x304968157"
"x589911803","x304968157"
"x1100675287191339008","x304968157"
"x303035237","x304968157"
"x1138578871106908160","x304968157"
"x1355476599571931142","x304968157"
"x887279658047336448","x304968157"
"x951721352","x304968157"
"x120044758","x304968157"
"x1244666457352482816","x304968157"
"x1301965977631035392","x304968157"
"x998352891827060736","x304968157"
"x1249406155534659584","x304968157"
"x820412312028909568","x304968157"
"x4535481335","x304968157"
"x1244155447290089472","x304968157"
"x17400044","x304968157"
"x960639106161274881","x304968157"
"x301531400","x304968157"
"x1105714115065139203","x304968157"
"x1326250325339238402","x378608950"
"x1940830250","x304968157"
"x103983460","x304968157"
"x451509031","x304968157"
"x437213400","x1214315619031478272"
"x1353355963676450816","x1214315619031478272"
"x952247125185720320","x1214315619031478272"
"x880360989971140610","x304968157"
"x745707823","x304968157"
"x3071865242","x304968157"
"x1244188655238946816","x304968157"
"x252545618","x1214315619031478272"
"x1253826742453768193","x137654240"
"x20777784","x42358454"
"x938381288540725248","x304968157"
"x101332195","x304968157"
"x1556419213","x304968157"
"x2194243029","x304968157"
"x375506132","x304968157"
"x595234640","x304968157"
"x798604933775945729","x304968157"
"x1359229321794228232","x304968157"
"x392319784","x304968157"
"x1230297852146044930","x304968157"
"x719851139","x304968157"
"x2873442574","x304968157"
"x462919046","x304968157"
"x1278303101557055488","x304968157"
"x150756451","x304968157"
"x2232117081","x304968157"
"x470928790","x363287105"
"x467432363","x304968157"
"x988430381006381056","x304968157"
"x714497566818349057","x304968157"
"x1195398116998025216","x304968157"
"x975616407684579328","x304968157"
"x1008429503083839489","x304968157"
"x812682450614845440","x304968157"
"x864509216","x304968157"
"x856614405026590720","x304968157"
"x1242864071210422272","x304968157"
"x3611223195","x304968157"
"x560514105","x304968157"
"x2411024755","x304968157"
"x839574524211376131","x304968157"
"x3342665499","x304968157"
"x3158525277","x304968157"
"x847419130772770816","x304968157"
"x4919853082","x304968157"
"x513315687","x304968157"
"x1246891648887504898","x304968157"
"x447181595","x304968157"
"x1248216947671646213","x304968157"
"x3235789245","x304968157"
"x1094146051735461888","x304968157"
"x259663781","x304968157"
"x163413258","x304968157"
"x895628624","x304968157"
"x1321563724021407744","x304968157"
"x1399472594","x304968157"
"x1242841869777883139","x304968157"
"x1343176016064339969","x304968157"
"x1237488576318840834","x304968157"
"x2365378849","x304968157"
"x216308857","x304968157"
"x1339293480665886720","x304968157"
"x1113185762500075523","x304968157"
"x363154252","x304968157"
"x501037851","x304968157"
"x381986726","x304968157"
"x3308452136","x140776364"
"x1278421742051037186","x304968157"
"x361793972","x304968157"
"x1037828451523276800","x304968157"
"x1349010123755315207","x304968157"
"x1245723486498283521","x304968157"
"x859822037606576129","x304968157"
"x1214211162365026304","x304968157"
"x96108879","x304968157"
"x3332469935","x1214315619031478272"
"x204820121","x304968157"
"x86447086","x2806771192"
"x912028147","x304968157"
"x1248263490864918530","x304968157"
"x1089593620792004608","x304968157"
"x25927619","x4909374243"
"x1258831196479504384","x304968157"
"x93149701","x304968157"
"x1309877271944200198","x304968157"
"x2150358314","x304968157"
"x238255951","x363287105"
"x1283437676","x304968157"
"x1247652411528937478","x1346920000477556739"
"x465344882","x304968157"
"x3053786963","x304968157"
"x1327735346","x363287105"
"x1249598490478592000","x304968157"
"x1242703391098376197","x304968157"
"x1142940366678761478","x304968157"
"x121484367","x304968157"
"x451001853","x304968157"
"x1218096341752131584","x304968157"
"x844067109990817792","x304968157"
"x1048536677264842752","x304968157"
"x497732912","x304968157"
"x202654129","x42358454"
"x716185902096232448","x304968157"
"x727882497237913601","x304968157"
"x1217094231031980034","x304968157"
"x1247109450013564928","x304968157"
"x1194604729432780802","x304968157"
"x598982545","x304968157"
"x127927308","x1214315619031478272"
"x1138938991338807296","x1346920000477556739"
"x2543322702","x304968157"
"x1069886912050184192","x304968157"
"x89787013","x304968157"
"x1138938991338807296","x304968157"
"x723587850898432000","x304968157"
"x1280577420857352192","x304968157"
"x330677158","x304968157"
"x3694054096","x304968157"
"x262554664","x304968157"
"x47929822","x304968157"
