"id","label","location","sentiment_score","followers_count"
"x1087023517860802565","RBonnecaze",,4,1
"x1338523516061233154","Grincheux1980",,4,1
"x879299604398960640","jacques47155784",,4,1
"x1270977975496867843","age_marc",,4,1
"x1288147584171876357","misty2267",,4,2
"x1219528249635680257","BelgiumViviane",,7,2
"x1304859701541298181","MichelineBoula3",,4,2
"x1354461271324827652","SimonRamage6",,4,2
"x1340967823087083521","taladris",,4,2
"x1363432894409146369","MocaManuella",,4,2
"x1352223639748431872","hibaq67790046",,4,2
"x914252792428220418","herbeparfumee",,4,2
"x1360642645387857927","fr_trankil",,4,2
"x1315897607433183233","ViganLe",,4,3
"x1854134952","_Jevada",,4,3
"x724766699593965568","Cartier__23",,7,3
"x1309766181180657665","RDezede",,4,3
"x904407006538338309","bluesnakes1",,4,3
"x1331634346902626307","EmmanuelleLeva1",,8,11
"x1354136361570283521","PChaotique",,4,4
"x1340017653717618690","banane_roy",,4,4
"x2943300119","430be3066e434ea",,4,4
"x1590553004","mangeeeeer",,4,4
"x246504831","podeniak",,4,4
"x1360543905075392512","ColtraneAttitu1",,4,4
"x1348772880813875200","RealRedBuffalo",,4,4
"x1181112343754936320","80ZavjWkDwV3CdD",,4,5
"x1312352316041953282","LuisQuintana039",,4,5
"x1338622351924203524","madeleineNADEA7",,4,5
"x2823240669","BerengerLefort",,4,5
"x989222342348943361","Silamril1",,4,5
"x1092128559253078016","doncorl88117742",,7,6
"x780018504292507648","Tucateur",,11,11
"x610027319","khedim5",,4,5
"x730261413252501504","Stephdemonaco75",,4,6
"x1235696558370414597","YingYan71257219",,4,6
"x322204324","fonzo_14",,4,6
"x1326171416933396480","lemontagnard04",,4,6
"x1083784331758354432","BaltringueO",,4,6
"x1364680043876790272","laurent34271125",,4,6
"x1352088524670046212","Dandeld1",,14,6
"x1310255756172840961","GV49722569",,4,7
"x3356522649","lennysacha",,4,7
"x1337411500827406338","BrunoKabou",,4,7
"x1325651748686589952","Super_nenaaa",,4,8
"x1294285528188227585","Kapman18",,4,8
"x1276900886573350912","Warino92187647",,4,9
"x807508542","milie8430",,4,9
"x1203637203513102337","GeraldineGrani2",,4,9
"x2765486087","laravie0205",,4,9
"x1263175067493679104","pierremichelDE2",,4,9
"x1283222838560923654","AlexMil34756868",,4,9
"x1253233591070400512","IcelandRaphael",,4,9
"x249572385","Ghevond",,4,9
"x1268126826737664001","Personn29540350",,4,10
"x1265607124970803200","RahyrF",,4,10
"x1351198392328851457","NSprayt",,4,10
"x1322445404391280640","MEspallergues",,4,10
"x2675520382","GilbVdl",,4,11
"x1071008215935135744","laylakawthar",,4,11
"x1303788612266471434","JENNIFE86002212",,7,11
"x1342814247227711489","Jef_Henriette",,4,11
"x1449347564","WilfridGervais",,8,14
"x4742868437","Alba7075",,4,14
"x1379164620","dmasaniello",,4,14
"x1366832494167928836","ricin_jonas",,7,14
"x1189997372727803904","XiaoyuDing4",,4,15
"x1308040198274641920","Robin92962977",,4,16
"x1353102377570742288","TeixFred",,4,16
"x1330982800682606592","bAHs1PZpv1kuNjS",,4,16
"x1267517354256334848","VilleduCoteau",,4,16
"x1282833730680360960","shin_meiwa_gs",,4,18
"x1355767640036438016","LynLyna12",,8,18
"x1331345623132622849","Yann58388104",,4,18
"x1206955270968094720","direct17245892",,4,19
"x1103059476469506051","MaffoCyrille",,4,19
"x731131250","talto4",,4,19
"x1329067150473125890","MatMRF",,7,20
"x1309968029791531009","franck_bernier",,7,20
"x1327521113899937793","RaymRaymond1",,10,27
"x4522308441","manoustef",,4,22
"x1359088546909483009","ArmelleBevilac1",,11,23
"x928091886065274882","blue_moontain",,4,22
"x2419563482","Fouduroland",,4,23
"x1314001858428637190","TKoelblen",,8,26
"x532993054","bruno95255834",,7,26
"x1326124147366387712","FsKatoushka",,7,26
"x1174305054758752256","RadioMeute",,4,27
"x1151868802004598796","ShadoowWarrior",,4,29
"x1341792404580560903","Patriot_Gaulois",,4,30
"x1318148898821726208","BackerWrite",,7,31
"x583076852","orklah",,4,31
"x807047683","KurapikaShinji",,4,31
"x1244356552204652544","Kurtfehime2",,7,45
"x1360372474152701952","m_gld20",,4,32
"x1361663336652414976","CocotteMinute12",,10,32
"x976775663024787456","MEUNIERPatric11",,7,42
"x1254765697617387520","QuentinDevill",,4,33
"x1301993481339113473","aelle_l",,7,35
"x455062275","AlainSchollaert",,8,35
"x119817057","Asrubadel",,4,35
"x1336317967500410883","HaegelenLuc",,4,35
"x1313750781045207040","RigolosR",,7,35
"x218392790","Jayguy1",,4,36
"x1319189409770647552","NatProvence",,7,55
"x573384940","_deug_",,4,37
"x1286565023918239749","ScpAnon",,4,37
"x1322070168223318016","SamuelMalo6",,7,37
"x1311296176982028288","Nirvana67510244",,4,41
"x2899665908","Holydragjohn",,4,41
"x3223989585","Tiston1310",,14,43
"x2615174576","Z_Z_4ever",,4,43
"x1310584460744757250","GotYoann",,4,44
"x1006165970","MikePATYCHOU",,4,44
"x1266366919189213186","tim_2473",,4,45
"x1333663483112665088","VerbalK19166408",,4,45
"x599911678","landjeanluc",,4,46
"x46832902","StaniGo",,4,46
"x1251084094416576517","AteliersMercure",,4,47
"x845668327636844544","JLucDesbonnet",,7,47
"x1070531389877972992","CarcanaJohn",,8,54
"x133760499","satbx",,4,51
"x2488671028","PBewa",,4,51
"x1325067976379412481","Mouvnt_Danette",,4,52
"x1261509902071029760","alexisa36433928",,4,52
"x706449979","Rahele26",,7,55
"x974934752930291714","MalherbeRichard",,4,57
"x1340248291494268930","EmeEme65759483",,4,57
"x1155304050532990976","ANNAMAY72542976",,4,63
"x1259903953774546944","Truthlion3",,4,63
"x2978610813","joedaltonlove",,4,64
"x1019276686209282049","Montreal_Hohhot",,4,64
"x1341093597937082370","politiqueetfou1",,10,64
"x291622657","jackielondon1",,10,68
"x1028146441","EkouleH",,8,71
"x1245914202415366144","MarderNathalie",,4,69
"x1249334877389979649","covidix",,39,74
"x1248722870404026369","LoewensbergA",,4,71
"x36994194","bbou_daa",,4,74
"x1332487081290059776","LoloB09196040",,4,75
"x1356233052","racho67",,15,89
"x1342914766231269378","nath_ming",,13,157
"x124858904","arbours11",,4,77
"x1294203406492536832","amich_amich",,4,78
"x1082502055565103104","um_hum",,4,80
"x3029909225","GrolandInfo",,7,80
"x1001102534403117056","ocitoyens",,4,80
"x1319332166069817345","chidoricha",,4,81
"x1244329116406550528","ThierryKlein16",,4,82
"x480613129","Gabrielc6472827",,4,83
"x1326907923679875074","DeconinckJason",,4,83
"x984393073835823104","Pierrette29200",,4,85
"x1046334516380487685","EricLepivert",,4,85
"x1247317502981484544","abel_vra",,4,91
"x1481817216","Mohammed_Baziz",,12,94
"x174229036","ludovicbailly",,4,94
"x757350222007767044","God87264323",,4,94
"x391061422","FromCorsica",,4,96
"x1257618669741445121","GattoRobin3",,8,98
"x168132449","Cristovao91",,4,103
"x1320022995583311874","GauloisRadical",,4,103
"x2865344615","DjaonBea",,4,103
"x825446324808069120","pcmz13",,4,105
"x4381943121","Ricardo3703",,4,109
"x1279682645400616960","Stephan29327563",,4,111
"x1348837604133888003","AntiNOM11",,223,146
"x48367369","jjBooko",,4,114
"x995547943","Jey26898344",,4,114
"x1241089473317871616","nourimohammed17",,4,114
"x1344247794413006848","PtaahSage",,7,116
"x998179111989403648","Grizzlydz93",,4,124
"x1252194283102355457","JusticeEtoilee",,4,124
"x1379796642","kdojah06_kdo",,4,125
"x1174442152035852289","zappaterrahono1",,4,126
"x2264259218","GRHUMCOCO",,4,130
"x463600476","Galamadryade",,4,131
"x1066704788430209024","DESNOT6",,4,140
"x4149561564","thedreamfor",,7,142
"x1298389541833920512","etunesoeur",,4,143
"x1360202667591614464","vacciworld",,10,148
"x1254865758","Adine_ROUVEURE",,4,149
"x1203225750050082816","o__livier",,4,155
"x1333916858","ignatiouk",,4,165
"x851863050386886656","luna431168",,17,166
"x1327713623901396992","SuperMa69160795",,4,167
"x4631274741","MNB5171",,4,170
"x1310326452315918337","HigueroLucien",,16,176
"x766403018","guill2001",,32,177
"x4194560177","nathalie_glacis",,4,183
"x1326199710462435328","pillulesrouges",,4,190
"x999267062","abousoumaya59",,4,192
"x85277406","laguiloute",,7,193
"x3403247860","GatineauPatrick",,4,194
"x1170628116525592582","JeanRiz13",,4,201
"x1308828987741933568","delicelgbt75",,4,201
"x365745027","OA_19",,4,201
"x558021088","dvllorente",,4,204
"x1110991078256246784","CitoyenFreeman",,4,206
"x4864497209","Bac91530411",,4,212
"x25665410","px_xavp",,4,214
"x286579691","jessywinner",,4,215
"x2674688175","grandosek",,4,222
"x1326246567146385417","doct_de",,4,224
"x447015593","CeyracSylvie",,4,226
"x17695479","ManuRedGlasses",,8,232
"x1102596145807798283","Mathis_ND",,4,233
"x2894462764","DocPigache",,4,234
"x550339492","MWavelet",,4,236
"x193392354","mediameriquat",,4,244
"x1215244982447149056","FranceItr",,4,247
"x387582309","NickNateize",,4,251
"x1305155251654320128","DanceKawine",,4,254
"x1060951829138341899","Be_diferent35",,7,257
"x1257704484433772555","LMN_CR",,4,258
"x807886846063767552","troll_ivier",,4,259
"x227038693","web123web456",,4,265
"x1112425718837903360","GTroikar",,7,265
"x2282557200","JeanLuclaicon",,4,266
"x1313486730239111172","PierreCharline8",,4,274
"x1116571167538565120","philo54086756",,4,281
"x347233090","beanbeanbusbus",,8,291
"x1086281301944979458","OVuillez",,4,289
"x916305113630814213","Swen_2017",,4,292
"x1293550869196267527","BenoitBrigida",,4,298
"x1343176016064339969","coeurdestemps",,4,298
"x981580611675664390","Facts_n_Facts",,10,365
"x820242494","marianeborie",,4,306
"x1258372791637868546","cc_chti",,4,308
"x1230799282082603008","VRSNSMV1",,4,310
"x2231622972","ABoursieres",,4,319
"x116417281","__PatK__",,4,321
"x1100521572547395584","Olga04112912",,23,327
"x593637147","MickaelJ2",,18,367
"x2996581169","GawelleHumbert",,4,342
"x1314267809707438080","SylvianeT1",,23,432
"x390908569","InternetForDev",,4,357
"x1341363408332054528","MaximeGarnie",,4,372
"x1224813331","lagrossefouine1",,11,385
"x917399376661831681","Petitje07386566",,4,378
"x1233095061975506944","jeremie_amos",,8,390
"x964853125646639104","ValkiriaVallejo",,7,461
"x889364996664307716","GoudeHenri",,4,396
"x1288358664269692929","EhpadDanny",,4,400
"x1086456229","monnier403",,8,402
"x1336586147955400710","StphaneZEITOUN2",,4,423
"x628563779","jczerat",,4,426
"x306255826","Nouknitouk",,4,427
"x252258576","oldnick53",,4,427
"x1260655747635056640","LittleYellowSe1",,4,429
"x1314587356616372225","GreenMonica13",,4,429
"x1123941088975294466","Adrien140215",,4,435
"x755400668605710336","PierreStern2",,4,438
"x889034576936538112","eleclainche56",,4,441
"x1348980111123558402","SilgoLio",,4,446
"x4446777862","InfosMxit",,96,498
"x1315060569314070528","BaufMalou",,4,498
"x1349793423549751298","reveur_fr",,4,506
"x3100295746","HAWAX01",,4,511
"x3701541976","lamri213",,4,532
"x796296217596751872","MiettesRamasse",,10,533
"x1047371538012536832","Jc02012260",,4,538
"x1333103519310753794","Right2Cure",,4,564
"x66105838","BarrakiAxonn",,7,608
"x143966853","PoshAllure",,4,601
"x702991804661112832","arikouts",,16,624
"x798651989190148096","PaulEtSonMonde",,4,608
"x1201226654980419584","SDesohi",,4,615
"x1195399939288977409","Boss18927011",,7,619
"x1123929079739224066","AnquezLouisette",,8,1015
"x3720042855","herodote1789",,22,658
"x1098417702","CBgno",,8,638
"x95944449","SuppotDeZitoir",,4,656
"x901789664755032065","FlorianLemaitr5",,4,659
"x751736395","DrAdibou",,4,659
"x1258831196479504384","JulienFort4",,4,686
"x1327444588555071488","deyyanno",,4,691
"x1234065245687238657","BokBarbar",,4,691
"x3227618211","MaisonPpl",,4,717
"x551663426","bobedit1",,8,765
"x522468887","555_azerty",,4,769
"x1725304268","apallix1",,11,777
"x1289181466312749057","PierreD70496737",,8,834
"x13940952","NicoBxlBel",,10,790
"x1167874222988902400","dhuoda3",,4,791
"x2289736112","MediateurFTV",,8,803
"x920003784184598528","Hermangarde_B",,7,835
"x1104153578011267073","AmeliaDacine",,4,835
"x859043766996488192","Minerve20395602",,13,852
"x585534250","DUPONT81501000",,4,856
"x92957348","petittoctoc",,4,858
"x796829341434908673","bunjingi1",,4,866
"x837031243921379328","sofy_labbe",,7,876
"x1318559259186049024","LevinskiNoah",,4,877
"x1322437080740438017","Lightwins21",,26,936
"x4392874637","luluapso",,4,982
"x867698100604948482","patrick00054344",,4,984
"x26458502","pressecom",,4,1013
"x1410527701","saraart4",,7,1052
"x911146402289537024","joshlavalleeMK",,4,1135
"x1120730411330617346","Mister7572",,4,1138
"x128198062","chris20100469",,8,1174
"x733040634","Fred_A18",,4,1201
"x1156264590688301058","LTinette",,4,1212
"x724983920119406592","sevinil",,4,1238
"x1008552284","absymtweets",,4,1244
"x182360255","zwaw_",,4,1284
"x3236299273","NeguchiMaroyama",,4,1295
"x742831526086316033","lyniay",,4,1332
"x1319218214031720453","Anti_JupiterBIS",,7,1391
"x1091684446330335232","TahraHembara1",,4,1412
"x874814622603280384","jesseckay",,4,1441
"x2431552769","mistigri3534",,8,1489
"x1048928573980114946","GuillonFlorent",,4,1498
"x911275173826957312","PharmaDoc2",,11,1570
"x2391000601","marylafee",,4,1563
"x1309927460801314817","LaFranceNouve3",,4,1585
"x2216476609","Sebas_Lacroix",,10,1603
"x1260609294980075520","covid_stat",,14,1664
"x1960595498","johnhihine",,4,1714
"x2285987863","jl_proulx",,4,1726
"x2268708474","diversdiscussio",,4,1729
"x457687945","grincheuse1",,14,1806
"x2327403967","opiniatrete",,4,1944
"x338944013","Jaspe_rouge",,4,1970
"x2969405972","MeMeDocMa",,4,2003
"x879319311785091074","Une2nous",,4,2056
"x299923261","LehmannBro",,4,2073
"x1297152020785385473","Un_EtreHumain",,4,2131
"x1261602993776070656","Le__Revolte",,8,2159
"x274144542","aremsbee",,4,2350
"x958667754562826240","CryptojournalFr",,4,2359
"x17588280","desmotscratie",,4,2390
"x47407545","ek_Bamzok",,7,2416
"x865939828550098948","JulienBorowczyk",,4,2419
"x786625296","titrespresse",,20,2622
"x3258500314","Saskia_2020",,4,2812
"x4319652797","Flobga",,4,3301
"x302273162","philmoi",,7,3385
"x6854162","herberts",,4,3442
"x58852793","womandream",,4,3467
"x586483075","e_lefebvre",,4,3545
"x282603378","la_nr_helene",,4,3553
"x1250145789806026755","Steiner61421320",,10,3834
"x119920372","OnSeFaitChier",,4,4268
"x1303829128647503873","17_so2020",,4,4575
"x427607370","JeanYvesCAPO",,4,4931
"x1232435955237367808","infocovid_19",,7,5168
"x914095881690996736","Mr_CPOM",,4,6225
"x243783182","ppillaudvivien",,4,6537
"x934762328","lacavapeter",,4,7030
"x821768392113848321","actufr",,10,7071
"x412246902","worldfflyer",,13,7623
"x736414651664224256","aragon_jb",,4,9315
"x1166130295","Barberis888",,7,9441
"x4828820357","T_Fiolet",,4,10270
"x1392844044","catherinefonck",,10,10748
"x179186857","M_Vastel",,7,12251
"x251258629","Jcqslucas",,4,13279
"x1054313894133542914","LesNews24",,7,15298
"x632096972","LaMatinaleLCI",,4,15317
"x3915556043","morandini_live",,4,18267
"x1638946448","MauriceMartin01",,4,20246
"x307897717","ALNdahiro",,4,24201
"x33962372","ChLECHEVALIER",,10,25096
"x2806771192","cdube_sante",,7,25706
"x2453403526","inkyfada",,4,36509
"x376122284","prioritesante",,4,43083
"x494668818","MaryamMonsef",,7,47149
"x238080747","sputnik_fr",,22,89775
"x472852289","Brevesdepresse",,4,198267
"x26110930","LCI",,10,308142
"x1326683573655658496","StephanieBm15",,3,0
"x1251126193157529600","AymardEmeric",,3,0
"x1078041351617499138","georges_chabot",,3,0
"x1354164344968400896","Graldin00441616",,3,0
"x1263374922149179394","WacquierLuc",,6,0
"x1354826409542344705","LDepigalle",,3,0
"x803621913503203328","jnmali79",,3,0
"x1353334892839510018","Cathou40755537",,3,0
"x968513135719145472","mahmoudbelbedj1",,3,0
"x1356755272425996291","ChrisTofCat1",,3,0
"x1341073608190386181","NeveMelanie",,3,0
"x1360348689231937544","LibreElektron",,3,0
"x1348934264658812928","OsmanKh32311930",,3,0
"x1321800827611348992","KevinBlacksmit1",,3,0
"x1324602352473702402","tiperi3",,3,0
"x1366127381388394498","RicinJonas",,3,0
"x1352389497309310977","frost_sunrise",,3,0
"x1258440226466299904","Mat73706128",,6,1
"x1177232358572994566","rgbelgium",,3,1
"x1347900553540599813","SOSSO86701633",,3,1
"x824949936697507842","jackbarba1",,3,1
"x1301785453801230336","BeingHu06729514",,3,1
"x3371023803","Guy19550",,3,1
"x1152651516207095808","lex_pc1",,3,1
"x368976999","ManuelHillebran",,3,1
"x1355950121796698112","ROGERPa33489979",,3,1
"x1310683154458513415","viebonheur1",,3,1
"x2236507665","gael_gi",,3,1
"x2915847935","caracal97410",,3,1
"x1234432468922589189","jpr0648",,3,1
"x1299116025808670720","Rayonna36359630",,3,1
"x252090020","Candidanar",,3,1
"x1342575471737892868","aygolounguo",,3,1
"x1352675160919318530","MadaJoal",,3,1
"x1121781919392370689","Gebrael22742108",,3,1
"x1367065112931106819","SamilenkoVanina",,3,1
"x1351857690587365381","Sami84966171",,3,1
"x589783417","franrous",,3,1
"x1249739845615980553","GillesBorg",,3,2
"x1334450069731414017","BesnartPatrick",,3,2
"x1006057246890037248","zapata70302019",,3,2
"x1161253796871311362","Hagalurt",,3,2
"x1356634177182040065","Martin42024177",,3,2
"x1150065412769484805","PensezLiberte",,3,2
"x1175142401901547526","ImBlueS5",,3,2
"x1333104228680806402","Nadia21971566",,3,2
"x1324251174367858688","ZeroDimitri",,3,2
"x1069609861749620736","perez88875902",,3,2
"x771988568","DavidLANDRU",,3,3
"x1142949061911298050","SunnySpacc",,3,3
"x2330096212","simd760",,3,3
"x1233765421385383937","Merwennh1",,3,3
"x619950508","cchrisgil",,3,3
"x1355542463285522433","SergeCharbonne5",,3,3
"x1269634778","LEMARCH19535765",,3,3
"x1166344206694195200","zaltard2",,3,3
"x4517640929","pascal74999366",,3,3
"x1330710027418656769","Inaril2",,3,3
"x139453361","sergeparent",,3,3
"x577922261","MnPatea",,3,3
"x1324437086825533440","SMecherchepas",,3,3
"x1351888804848742401","SebastienAeko",,3,4
"x1350105649020080129","DebbyF68074037",,3,4
"x1304089491246899200","AlainBn",,3,4
"x1294559276007071744","kikous522",,3,4
"x1030498215525867522","DamienPcz",,3,4
"x2248662812","bonjourdalber",,3,4
"x1326631948601716737","crypto_ym",,3,4
"x335951754","ma782",,3,4
"x2564196880","contestafond",,3,5
"x1072582340055052289","Le_Maedre",,3,5
"x1175424681450455043","MichelBORDIER1",,3,5
"x1305854087049736192","12moins12trop",,6,5
"x1930679809","bruno_christin",,3,5
"x1267396148316327938","michael83034158",,3,5
"x1244991973339156480","fistilhat",,3,5
"x1344216769297309696","Erix58205095",,3,6
"x223429768","drbidejuju",,3,6
"x1354692599655911428","begonieve",,3,6
"x1300009554126737408","SeatelliE",,6,7
"x1343615004269027331","Jashugan5",,3,6
"x931589648433983488","karimahdaoui",,3,6
"x1292106968363151360","bot_lingo",,6,6
"x1022415214082490369","LinaTension",,3,6
"x2500973508","HoksilatoWitko",,3,6
"x630677783","GabrielMousseau",,3,7
"x723165545210609669","DerekTardif1",,3,7
"x1356637978114871296","EContradiction",,3,7
"x1239578657938694144","ElodieJoets",,3,7
"x2824627249","Analamed1",,3,7
"x494462423","BenouSensei",,3,8
"x1316041437717434368","odile_et",,3,8
"x1305968624319037440","KQuyllur",,9,8
"x1347112287413403648","MilouMulini",,3,8
"x301600056","Virg_785",,3,8
"x1268900047447642112","CristescuLilia1",,12,9
"x1282069135502069761","Nate72216522",,3,8
"x1077554182356377600","youtubevidlinks",,3,8
"x1069573562971901953","PawlakFrancis",,3,9
"x399639624","HolzJourdin",,3,9
"x1359792663592128512","BicheCarriere",,3,9
"x1082229130412937217","ortolan_michel",,3,9
"x1353499473608142849","BenBenmessaiben",,9,9
"x1148549618902417408","NicolasBry",,3,9
"x4494846737","thedoctor14540",,3,9
"x918777902937845760","lefigarolaune",,3,10
"x1249747136876621832","aristere",,3,10
"x1347255910125740032","soundtrue2",,3,10
"x1329695952559616002","JeanBonhenry",,6,212
"x1495233990","dandysap",,3,10
"x1331293193254612996","Loic_Europe",,6,20
"x2538349165","RoseMana1",,3,10
"x1358766288923996162","ValierLouis",,3,10
"x1244543500399632384","quoi_e",,3,10
"x1031554633","Issouffy",,3,11
"x1072550295366963200","ScerraCalogero",,3,11
"x2456405346","jourlepluslong",,3,11
"x1242327088629153793","pedroniko1",,3,11
"x1132254493","fr_ank_officiel",,3,11
"x865542054","clairelabr",,3,11
"x1351961542783365121","SangManu",,3,11
"x1278846118370164745","DomIsa6",,3,11
"x953359428560048129","athenae___",,3,12
"x857807133420781569","Batatafliou_",,3,12
"x2485620175","neweralight",,3,12
"x852753310503190528","bml51",,3,12
"x1239293742340878337","PoivreSaucisson",,3,13
"x2635018845","yojodi86",,3,13
"x1305080115739623424","SophieP80797158",,3,13
"x1144256772158447617","nismodepomponne",,3,13
"x1330500566431227905","Simonna72353019",,3,13
"x1359216145308516352","medusaabotv2",,3,13
"x1140272705075367945","CoganMontana",,3,14
"x2468952358","Aigle4Bfr",,3,14
"x470948298","Bastien_314",,3,14
"x1293173036640866306","SoussiYnes",,3,14
"x1066268211929321472","Ningendo7",,3,14
"x1328820534730256389","LeSavoirUtile2",,3,14
"x1323989582040518656","thierry99879959",,3,14
"x1305610379922415619","Eponine7511",,3,15
"x1229171101361754113","martinelegendr4",,144,15
"x1239173022411632640","Energie3Libre",,3,15
"x1275818540008984580","Sbastie55552701",,3,15
"x1119175092","Softroader",,3,15
"x608098515","bridahu",,6,36
"x1321016348412125186","RiffRaff_31",,3,16
"x3435114165","daniell14104648",,3,16
"x1109750443431858178","Fbataille2",,3,16
"x1243950491056439298","claude_engerer",,3,16
"x1029998706131652608","LSamildanach",,3,16
"x1255939407909203968","EtourneauLaure2",,3,16
"x1107853796854648837","corijkon",,3,17
"x2607968378","MrSavoureux",,3,17
"x1276320350062678017","RDelinfo",,3,17
"x906087247010832384","Fong55413360",,3,17
"x1330065926755151873","Lambda60483427",,3,17
"x3972790647","bea_gatliff",,3,17
"x1267573836368752640","media277",,3,18
"x1088524345612423174","Rodilard1",,3,18
"x1046814371849146370","LordOfNights1",,3,18
"x959080121046061056","EC85480",,3,18
"x1359610186625859584","Rhume19",,3,18
"x611907598","yvanmamalof",,3,18
"x1022545069407133699","costar38723172",,3,18
"x3144789341","courtine7162",,3,18
"x784623828022558721","Buzzanoa",,3,18
"x1339157524382093312","LepasteurB",,3,19
"x569454226","kakalorangefr",,3,19
"x1344015266594873345","pipeautracker",,3,19
"x30171430","davlol_",,3,20
"x1341460872338812933","the_Ramo_one",,3,20
"x1310566870643355648","ali_dahoud",,3,21
"x1244809882945097733","CrocOfficiel",,3,21
"x1029451781514964993","garmage1",,3,23
"x1295484862263177216","KaryneTherriau1",,3,23
"x1347875616167702534","fran340",,3,24
"x1934824604","lobetb",,6,24
"x1290975323354476550","SIMEONOVAlex1",,3,24
"x575651890","nadiamaksoud",,6,26
"x1355089443078754304","NOAH0132",,3,25
"x1105213645234020354","adriendevis_me",,3,25
"x1202136311425097728","ClaudeRuscica",,3,25
"x783295251893067776","Oursmetalleux",,3,26
"x1327079025702006784","GagneMarie1",,3,26
"x1238147132877660160","Bennaj3",,3,26
"x165808839","phin200347",,3,27
"x818892570923323393","FlorusAnderson",,3,27
"x1319377796414771200","Sky63288877",,3,28
"x1184089045250531331","HenriTsr",,3,28
"x1331969640579424259","RoiCovid",,3,28
"x288844984","Chalapsac",,3,28
"x1353073172518637570","KangenetiP",,3,29
"x791323207","A_Dawg56",,3,30
"x1315316263380488193","BlancChama",,3,30
"x1072914588109324289","Emualiugme",,3,30
"x1246857012396384258","lapucerousse",,3,31
"x1352699133379883008","JeanGenest7",,3,31
"x1113904920728616960","DbleFace",,3,31
"x1341104725631127554","amelimelonthree",,3,31
"x1290960271683584006","Youssef75183673",,3,31
"x1341124724592664577","Jusjus_header",,3,31
"x1347635566830116865","_cI_ICO_",,3,32
"x1974874597","ARechagneux",,3,32
"x180953075","Amanojackou",,3,32
"x573641510","Ivan_le_T",,3,32
"x1260902615757578241","MartineauRaymo1",,3,33
"x1346493830372204544","FTaabane",,3,34
"x4114092724","djigcam",,3,35
"x1221047128811765760","Kenshaay2",,3,35
"x1203965161360543744","ChrisWO59905017",,3,36
"x1286657275449540609","MartinLarouch17",,3,36
"x293388469","Damien_Romeo",,6,37
"x1190960433634643969","vox_bey",,3,36
"x981456691349860352","Christo84326768",,6,36
"x1318122079577886721","mat77718",,3,36
"x1290256768594042880","LECALVE64566996",,3,36
"x729410871617855491","jojo_goeland",,6,40
"x1272180587386855425","Nicolas26127207",,3,37
"x456660611","JeanLtw",,3,37
"x1017816507290669056","BismuthPaul4",,3,37
"x1222276484120895488","crepin_sylvain",,3,38
"x328539608","LoveYoudb",,6,39
"x989105938786332675","GalleryOriginal",,3,39
"x1609554348","diademe_",,3,39
"x440321202","PerlaPhlo",,3,40
"x1243288348011175938","ManRay2020",,3,40
"x161621584","pamcmtem",,3,41
"x4867502033","KossyJesse",,3,41
"x363661984","mannavomhimmel",,3,42
"x1175339326655401985","elujhin",,3,42
"x707566771352502272","pelletiermelan1",,6,42
"x1310899165376000000","Mougeon2",,36,43
"x901187503759269888","ycaree_ricardo",,6,43
"x422462246","VanessaGp14",,3,44
"x1352009440325742592","ManonBolduc4",,3,44
"x2856605291","philipperainow",,3,45
"x4287854362","Caphorn62",,3,45
"x2326237847","WAGNER76755539",,3,45
"x718350916647325696","ThierryAuzole",,3,46
"x1203647213156651009","SiballoonsH",,3,46
"x3293857481","PandaFeu",,3,47
"x1329136442958868493","trotclo",,6,47
"x553777306","Jo_andrs",,3,47
"x2942494162","Astronotic_s",,3,48
"x2972714525","Nanou1962Nanou",,3,48
"x1293524558532808706","jeanpurge",,3,49
"x719890533183799296","valentch0in",,3,50
"x1335980928615784454","unisante_eiffel",,3,50
"x456139631","mkk3364",,3,51
"x1291697835705073666","Lopi99474430",,3,51
"x1196025594460475393","AMalevitch1",,3,51
"x1270792238029824003","Funnygu61787686",,3,51
"x783385248541315072","prada1966",,3,52
"x1060579241060941825","hellowo19575078",,3,52
"x2757052737","bestiauuuuu",,3,52
"x1338152965216079872","PatrickRisch2",,3,52
"x835587408","stephpivetta",,3,53
"x1235667259449896972","dv724466674",,3,54
"x1317157596734889985","BenderrOstap",,3,54
"x1328269154273648640","MarchalGilbert3",,6,63
"x1211971086159470592","HyppoliteClaud2",,3,55
"x234280208","tamiflu_ph",,3,56
"x1275582617342169094","Junito_Villain",,3,56
"x1343655949781905409","Laurent94992261",,3,57
"x1309057057836990464","Sleepy_J0E",,3,57
"x856421130235785216","Josee79479876",,3,58
"x155630143","falconeye01",,6,59
"x1310318851951910913","BrunoChavatte",,6,62
"x955101288","alezan85",,3,59
"x3298046185","Torres_wondwart",,3,60
"x1238407973870993408","ZeliszewskiD",,3,60
"x1023461175479226368","js158855",,12,63
"x4214233667","thomb1997F",,3,61
"x927495399149105153","_Seb_Wis",,3,62
"x1313216067997663237","carlito50089599",,3,62
"x1348318607135158272","b_steph2",,3,63
"x1239500995660521478","fredadecouvrir",,3,63
"x1287317350807736320","desiles_fleur",,3,63
"x1357627085045575680","Gauchiste1",,3,63
"x2382508545","kurosawa666",,3,64
"x1300748394588184576","MarieAJ7513",,3,64
"x219646692","davidwcerny",,3,65
"x1335543499056418817","EcoEhpad",,3,66
"x264107465","planetenette",,3,66
"x929703937673965573","RLacreuse",,3,66
"x836895082867478532","Vitalityyyyyy",,3,66
"x1313962051967102977","Valight1",,3,66
